Artist,Week,genre,Days to Peak,track,Length,Rank
"Aguilera, Christina",11th,Rock,70,Come On Over Baby (All I Want Is You),3:38,1.0
"Aguilera, Christina",11th,Rock,77,I Turn To You,4:00,17.0
"Aguilera, Christina",12th,Rock,49,What A Girl Wants,3:18,3.0
"Aguilera, Christina",12th,Rock,70,Come On Over Baby (All I Want Is You),3:38,1.0
"Aguilera, Christina",12th,Rock,77,I Turn To You,4:00,3.0
"Aguilera, Christina",13th,Rock,49,What A Girl Wants,3:18,3.0
"Aguilera, Christina",13th,Rock,70,Come On Over Baby (All I Want Is You),3:38,1.0
"Aguilera, Christina",13th,Rock,77,I Turn To You,4:00,3.0
"Aguilera, Christina",14th,Rock,49,What A Girl Wants,3:18,4.0
"Aguilera, Christina",14th,Rock,70,Come On Over Baby (All I Want Is You),3:38,1.0
"Aguilera, Christina",14th,Rock,77,I Turn To You,4:00,7.0
"Aguilera, Christina",15th,Rock,49,What A Girl Wants,3:18,12.0
"Aguilera, Christina",15th,Rock,70,Come On Over Baby (All I Want Is You),3:38,4.0
"Aguilera, Christina",15th,Rock,77,I Turn To You,4:00,10.0
"Aguilera, Christina",16th,Rock,49,What A Girl Wants,3:18,11.0
"Aguilera, Christina",16th,Rock,70,Come On Over Baby (All I Want Is You),3:38,8.0
"Aguilera, Christina",16th,Rock,77,I Turn To You,4:00,17.0
"Aguilera, Christina",17th,Rock,49,What A Girl Wants,3:18,13.0
"Aguilera, Christina",17th,Rock,70,Come On Over Baby (All I Want Is You),3:38,12.0
"Aguilera, Christina",17th,Rock,77,I Turn To You,4:00,25.0
"Aguilera, Christina",18th,Rock,49,What A Girl Wants,3:18,15.0
"Aguilera, Christina",18th,Rock,70,Come On Over Baby (All I Want Is You),3:38,22.0
"Aguilera, Christina",18th,Rock,77,I Turn To You,4:00,29.0
"Aguilera, Christina",19th,Rock,49,What A Girl Wants,3:18,18.0
"Aguilera, Christina",19th,Rock,70,Come On Over Baby (All I Want Is You),3:38,23.0
"Aguilera, Christina",19th,Rock,77,I Turn To You,4:00,29.0
"Aguilera, Christina",1st,Rock,49,What A Girl Wants,3:18,71.0
"Aguilera, Christina",1st,Rock,70,Come On Over Baby (All I Want Is You),3:38,57.0
"Aguilera, Christina",1st,Rock,77,I Turn To You,4:00,50.0
"Aguilera, Christina",20th,Rock,49,What A Girl Wants,3:18,20.0
"Aguilera, Christina",20th,Rock,70,Come On Over Baby (All I Want Is You),3:38,43.0
"Aguilera, Christina",20th,Rock,77,I Turn To You,4:00,40.0
"Aguilera, Christina",21st,Rock,49,What A Girl Wants,3:18,30.0
"Aguilera, Christina",21st,Rock,70,Come On Over Baby (All I Want Is You),3:38,44.0
"Aguilera, Christina",21st,Rock,77,I Turn To You,4:00,43.0
"Aguilera, Christina",22nd,Rock,49,What A Girl Wants,3:18,40.0
"Aguilera, Christina",22nd,Rock,77,I Turn To You,4:00,50.0
"Aguilera, Christina",23rd,Rock,49,What A Girl Wants,3:18,39.0
"Aguilera, Christina",24th,Rock,49,What A Girl Wants,3:18,44.0
"Aguilera, Christina",2nd,Rock,49,What A Girl Wants,3:18,51.0
"Aguilera, Christina",2nd,Rock,70,Come On Over Baby (All I Want Is You),3:38,47.0
"Aguilera, Christina",2nd,Rock,77,I Turn To You,4:00,39.0
"Aguilera, Christina",3rd,Rock,49,What A Girl Wants,3:18,28.0
"Aguilera, Christina",3rd,Rock,70,Come On Over Baby (All I Want Is You),3:38,45.0
"Aguilera, Christina",3rd,Rock,77,I Turn To You,4:00,30.0
"Aguilera, Christina",4th,Rock,49,What A Girl Wants,3:18,18.0
"Aguilera, Christina",4th,Rock,70,Come On Over Baby (All I Want Is You),3:38,29.0
"Aguilera, Christina",4th,Rock,77,I Turn To You,4:00,28.0
"Aguilera, Christina",5th,Rock,49,What A Girl Wants,3:18,13.0
"Aguilera, Christina",5th,Rock,70,Come On Over Baby (All I Want Is You),3:38,23.0
"Aguilera, Christina",5th,Rock,77,I Turn To You,4:00,21.0
"Aguilera, Christina",6th,Rock,49,What A Girl Wants,3:18,13.0
"Aguilera, Christina",6th,Rock,70,Come On Over Baby (All I Want Is You),3:38,18.0
"Aguilera, Christina",6th,Rock,77,I Turn To You,4:00,19.0
"Aguilera, Christina",7th,Rock,49,What A Girl Wants,3:18,11.0
"Aguilera, Christina",7th,Rock,70,Come On Over Baby (All I Want Is You),3:38,11.0
"Aguilera, Christina",7th,Rock,77,I Turn To You,4:00,20.0
"Aguilera, Christina",8th,Rock,49,What A Girl Wants,3:18,1.0
"Aguilera, Christina",8th,Rock,70,Come On Over Baby (All I Want Is You),3:38,9.0
"Aguilera, Christina",8th,Rock,77,I Turn To You,4:00,17.0
"Aguilera, Christina",9th,Rock,49,What A Girl Wants,3:18,1.0
"Aguilera, Christina",9th,Rock,70,Come On Over Baby (All I Want Is You),3:38,9.0
"Aguilera, Christina",9th,Rock,77,I Turn To You,4:00,17.0
Alice Deejay,10th,Electronica,56,Better Off Alone,6:50,30.0
Alice Deejay,11th,Electronica,56,Better Off Alone,6:50,36.0
Alice Deejay,12th,Electronica,56,Better Off Alone,6:50,37.0
Alice Deejay,13th,Electronica,56,Better Off Alone,6:50,39.0
Alice Deejay,14th,Electronica,56,Better Off Alone,6:50,49.0
Alice Deejay,15th,Electronica,56,Better Off Alone,6:50,57.0
Alice Deejay,16th,Electronica,56,Better Off Alone,6:50,63.0
Alice Deejay,17th,Electronica,56,Better Off Alone,6:50,65.0
Alice Deejay,18th,Electronica,56,Better Off Alone,6:50,68.0
Alice Deejay,19th,Electronica,56,Better Off Alone,6:50,79.0
Alice Deejay,1st,Electronica,56,Better Off Alone,6:50,79.0
Alice Deejay,20th,Electronica,56,Better Off Alone,6:50,86.0
Alice Deejay,2nd,Electronica,56,Better Off Alone,6:50,65.0
Alice Deejay,3rd,Electronica,56,Better Off Alone,6:50,53.0
Alice Deejay,4th,Electronica,56,Better Off Alone,6:50,48.0
Alice Deejay,5th,Electronica,56,Better Off Alone,6:50,45.0
Alice Deejay,6th,Electronica,56,Better Off Alone,6:50,36.0
Alice Deejay,7th,Electronica,56,Better Off Alone,6:50,34.0
Alice Deejay,8th,Electronica,56,Better Off Alone,6:50,29.0
Alice Deejay,9th,Electronica,56,Better Off Alone,6:50,27.0
"Allan, Gary",1st,Country,14,Smoke Rings In The Dark,4:18,80.0
"Allan, Gary",2nd,Country,14,Smoke Rings In The Dark,4:18,78.0
"Allan, Gary",3rd,Country,14,Smoke Rings In The Dark,4:18,76.0
"Allan, Gary",4th,Country,14,Smoke Rings In The Dark,4:18,77.0
"Allan, Gary",5th,Country,14,Smoke Rings In The Dark,4:18,92.0
Amber,11th,Rock,210,Sexual (Li Da Di),4:38,99.0
Amber,13th,Rock,210,Sexual (Li Da Di),4:38,96.0
Amber,14th,Rock,210,Sexual (Li Da Di),4:38,96.0
Amber,15th,Rock,210,Sexual (Li Da Di),4:38,99.0
Amber,16th,Rock,210,Sexual (Li Da Di),4:38,98.0
Amber,17th,Rock,210,Sexual (Li Da Di),4:38,98.0
Amber,19th,Rock,210,Sexual (Li Da Di),4:38,95.0
Amber,1st,Rock,210,Sexual (Li Da Di),4:38,99.0
Amber,20th,Rock,210,Sexual (Li Da Di),4:38,88.0
Amber,21st,Rock,210,Sexual (Li Da Di),4:38,88.0
Amber,22nd,Rock,210,Sexual (Li Da Di),4:38,79.0
Amber,23rd,Rock,210,Sexual (Li Da Di),4:38,76.0
Amber,24th,Rock,210,Sexual (Li Da Di),4:38,69.0
Amber,25th,Rock,210,Sexual (Li Da Di),4:38,69.0
Amber,26th,Rock,210,Sexual (Li Da Di),4:38,59.0
Amber,27th,Rock,210,Sexual (Li Da Di),4:38,58.0
Amber,28th,Rock,210,Sexual (Li Da Di),4:38,58.0
Amber,29th,Rock,210,Sexual (Li Da Di),4:38,49.0
Amber,2nd,Rock,210,Sexual (Li Da Di),4:38,99.0
Amber,30th,Rock,210,Sexual (Li Da Di),4:38,44.0
Amber,31st,Rock,210,Sexual (Li Da Di),4:38,42.0
Amber,32nd,Rock,210,Sexual (Li Da Di),4:38,46.0
Amber,33rd,Rock,210,Sexual (Li Da Di),4:38,50.0
Amber,3rd,Rock,210,Sexual (Li Da Di),4:38,96.0
Amber,4th,Rock,210,Sexual (Li Da Di),4:38,96.0
Amber,5th,Rock,210,Sexual (Li Da Di),4:38,100.0
Amber,6th,Rock,210,Sexual (Li Da Di),4:38,93.0
Amber,7th,Rock,210,Sexual (Li Da Di),4:38,93.0
Amber,8th,Rock,210,Sexual (Li Da Di),4:38,96.0
Anastacia,12th,Pop,0,I'm Outta Love,4:01,97.0
Anastacia,1st,Pop,0,I'm Outta Love,4:01,92.0
Anastacia,4th,Pop,0,I'm Outta Love,4:01,95.0
"Anthony, Marc",10th,Latin,21,My Baby You,3:59,76.0
"Anthony, Marc",10th,Latin,98,You Sang To Me,3:50,13.0
"Anthony, Marc",11th,Latin,21,My Baby You,3:59,73.0
"Anthony, Marc",11th,Latin,98,You Sang To Me,3:50,13.0
"Anthony, Marc",12th,Latin,21,My Baby You,3:59,74.0
"Anthony, Marc",12th,Latin,98,You Sang To Me,3:50,13.0
"Anthony, Marc",13th,Latin,21,My Baby You,3:59,87.0
"Anthony, Marc",13th,Latin,98,You Sang To Me,3:50,13.0
"Anthony, Marc",14th,Latin,21,My Baby You,3:59,83.0
"Anthony, Marc",14th,Latin,98,You Sang To Me,3:50,5.0
"Anthony, Marc",15th,Latin,21,My Baby You,3:59,89.0
"Anthony, Marc",15th,Latin,98,You Sang To Me,3:50,2.0
"Anthony, Marc",16th,Latin,21,My Baby You,3:59,93.0
"Anthony, Marc",16th,Latin,98,You Sang To Me,3:50,2.0
"Anthony, Marc",17th,Latin,21,My Baby You,3:59,94.0
"Anthony, Marc",17th,Latin,98,You Sang To Me,3:50,5.0
"Anthony, Marc",18th,Latin,21,My Baby You,3:59,94.0
"Anthony, Marc",18th,Latin,98,You Sang To Me,3:50,7.0
"Anthony, Marc",19th,Latin,21,My Baby You,3:59,91.0
"Anthony, Marc",19th,Latin,98,You Sang To Me,3:50,9.0
"Anthony, Marc",1st,Latin,21,My Baby You,3:59,82.0
"Anthony, Marc",1st,Latin,98,You Sang To Me,3:50,77.0
"Anthony, Marc",20th,Latin,21,My Baby You,3:59,90.0
"Anthony, Marc",20th,Latin,98,You Sang To Me,3:50,12.0
"Anthony, Marc",21st,Latin,98,You Sang To Me,3:50,12.0
"Anthony, Marc",22nd,Latin,98,You Sang To Me,3:50,16.0
"Anthony, Marc",23rd,Latin,98,You Sang To Me,3:50,20.0
"Anthony, Marc",24th,Latin,98,You Sang To Me,3:50,20.0
"Anthony, Marc",25th,Latin,98,You Sang To Me,3:50,22.0
"Anthony, Marc",26th,Latin,98,You Sang To Me,3:50,25.0
"Anthony, Marc",27th,Latin,98,You Sang To Me,3:50,26.0
"Anthony, Marc",28th,Latin,98,You Sang To Me,3:50,29.0
"Anthony, Marc",29th,Latin,98,You Sang To Me,3:50,35.0
"Anthony, Marc",2nd,Latin,21,My Baby You,3:59,76.0
"Anthony, Marc",2nd,Latin,98,You Sang To Me,3:50,54.0
"Anthony, Marc",30th,Latin,98,You Sang To Me,3:50,33.0
"Anthony, Marc",31st,Latin,98,You Sang To Me,3:50,40.0
"Anthony, Marc",32nd,Latin,98,You Sang To Me,3:50,44.0
"Anthony, Marc",3rd,Latin,21,My Baby You,3:59,76.0
"Anthony, Marc",3rd,Latin,98,You Sang To Me,3:50,50.0
"Anthony, Marc",4th,Latin,21,My Baby You,3:59,70.0
"Anthony, Marc",4th,Latin,98,You Sang To Me,3:50,43.0
"Anthony, Marc",5th,Latin,21,My Baby You,3:59,82.0
"Anthony, Marc",5th,Latin,98,You Sang To Me,3:50,30.0
"Anthony, Marc",6th,Latin,21,My Baby You,3:59,81.0
"Anthony, Marc",6th,Latin,98,You Sang To Me,3:50,27.0
"Anthony, Marc",7th,Latin,21,My Baby You,3:59,74.0
"Anthony, Marc",7th,Latin,98,You Sang To Me,3:50,21.0
"Anthony, Marc",8th,Latin,21,My Baby You,3:59,80.0
"Anthony, Marc",8th,Latin,98,You Sang To Me,3:50,18.0
"Anthony, Marc",9th,Latin,21,My Baby You,3:59,76.0
"Anthony, Marc",9th,Latin,98,You Sang To Me,3:50,15.0
Avant,10th,Rock,21,Separated,4:13,25.0
Avant,10th,Rock,42,My First Love,4:28,31.0
Avant,11th,Rock,21,Separated,4:13,23.0
Avant,11th,Rock,42,My First Love,4:28,32.0
Avant,12th,Rock,21,Separated,4:13,28.0
Avant,12th,Rock,42,My First Love,4:28,31.0
Avant,13th,Rock,21,Separated,4:13,27.0
Avant,13th,Rock,42,My First Love,4:28,38.0
Avant,14th,Rock,21,Separated,4:13,29.0
Avant,14th,Rock,42,My First Love,4:28,38.0
Avant,15th,Rock,21,Separated,4:13,27.0
Avant,15th,Rock,42,My First Love,4:28,52.0
Avant,16th,Rock,21,Separated,4:13,31.0
Avant,16th,Rock,42,My First Love,4:28,57.0
Avant,17th,Rock,21,Separated,4:13,31.0
Avant,17th,Rock,42,My First Love,4:28,64.0
Avant,18th,Rock,21,Separated,4:13,33.0
Avant,18th,Rock,42,My First Love,4:28,73.0
Avant,19th,Rock,21,Separated,4:13,40.0
Avant,19th,Rock,42,My First Love,4:28,81.0
Avant,1st,Rock,21,Separated,4:13,62.0
Avant,1st,Rock,42,My First Love,4:28,70.0
Avant,20th,Rock,21,Separated,4:13,51.0
Avant,20th,Rock,42,My First Love,4:28,79.0
Avant,2nd,Rock,21,Separated,4:13,32.0
Avant,2nd,Rock,42,My First Love,4:28,62.0
Avant,3rd,Rock,21,Separated,4:13,30.0
Avant,3rd,Rock,42,My First Love,4:28,56.0
Avant,4th,Rock,21,Separated,4:13,23.0
